layer,filter,image,mean_activation
vgg/conv1_2/conv1_2,16,val_2430.JPEG,13722.0439453
vgg/conv1_2/conv1_2,17,val_5256.JPEG,70939.890625
vgg/conv1_2/conv1_2,17,val_8712.JPEG,57399.640625
vgg/conv1_2/conv1_2,17,val_5208.JPEG,56459.6640625
vgg/conv1_2/conv1_2,17,val_2394.JPEG,55578.8515625
vgg/conv1_2/conv1_2,17,val_8564.JPEG,55525.625
vgg/conv1_2/conv1_2,18,val_5370.JPEG,504825.53125
vgg/conv1_2/conv1_2,18,val_5832.JPEG,498709.625
vgg/conv1_2/conv1_2,18,val_1728.JPEG,483934.4375
vgg/conv1_2/conv1_2,18,val_2635.JPEG,473001.0625
vgg/conv1_2/conv1_2,18,val_9746.JPEG,471768.1875
vgg/conv1_2/conv1_2,19,val_9449.JPEG,15401.6708984
vgg/conv1_2/conv1_2,19,val_4187.JPEG,15189.0185547
vgg/conv1_2/conv1_2,19,val_8712.JPEG,14933.5234375
vgg/conv1_2/conv1_2,19,val_5483.JPEG,13978.0097656
vgg/conv1_2/conv1_2,19,val_9931.JPEG,13902.7695312
vgg/conv1_2/conv1_2,20,val_5256.JPEG,36676.6289062
vgg/conv1_2/conv1_2,20,val_2394.JPEG,35425.5703125
vgg/conv1_2/conv1_2,20,val_8712.JPEG,29255.34375
vgg/conv1_2/conv1_2,20,val_2224.JPEG,27828.2460938
vgg/conv1_2/conv1_2,20,val_8539.JPEG,25938.5234375
vgg/conv1_2/conv1_2,21,val_9121.JPEG,22672.84375
vgg/conv1_2/conv1_2,21,val_8712.JPEG,22618.9882812
vgg/conv1_2/conv1_2,21,val_9931.JPEG,22033.2949219
vgg/conv1_2/conv1_2,21,val_9449.JPEG,21894.5761719
vgg/conv1_2/conv1_2,21,val_4187.JPEG,21622.7285156
vgg/conv1_2/conv1_2,22,val_9449.JPEG,13592.7734375
vgg/conv1_2/conv1_2,22,val_2430.JPEG,11470.5908203
vgg/conv1_2/conv1_2,22,val_9694.JPEG,11039.5166016
vgg/conv1_2/conv1_2,22,val_398.JPEG,10915.140625
vgg/conv1_2/conv1_2,22,val_3775.JPEG,10861.6064453
vgg/conv1_2/conv1_2,23,val_7165.JPEG,126286.710938
vgg/conv1_2/conv1_2,23,val_9088.JPEG,122245.523438
vgg/conv1_2/conv1_2,23,val_4553.JPEG,120787.765625
vgg/conv1_2/conv1_2,23,val_8685.JPEG,116429.023438
vgg/conv1_2/conv1_2,23,val_3370.JPEG,116422.671875
vgg/conv1_2/conv1_2,24,val_5115.JPEG,501687.0
vgg/conv1_2/conv1_2,24,val_9390.JPEG,481273.1875
vgg/conv1_2/conv1_2,24,val_346.JPEG,430607.8125
vgg/conv1_2/conv1_2,24,val_268.JPEG,399943.28125
vgg/conv1_2/conv1_2,24,val_1774.JPEG,399824.78125
vgg/conv1_2/conv1_2,25,val_1040.JPEG,373588.71875
vgg/conv1_2/conv1_2,25,val_694.JPEG,369768.59375
vgg/conv1_2/conv1_2,25,val_3624.JPEG,368527.4375
vgg/conv1_2/conv1_2,25,val_2053.JPEG,366569.6875
vgg/conv1_2/conv1_2,25,val_798.JPEG,362736.0
vgg/conv1_2/conv1_2,26,val_5256.JPEG,68233.9765625
vgg/conv1_2/conv1_2,26,val_8712.JPEG,53320.8203125
vgg/conv1_2/conv1_2,26,val_2394.JPEG,52090.078125
vgg/conv1_2/conv1_2,26,val_2224.JPEG,51385.046875
vgg/conv1_2/conv1_2,26,val_5208.JPEG,50465.953125
vgg/conv1_2/conv1_2,27,val_5115.JPEG,807321.375
vgg/conv1_2/conv1_2,27,val_9390.JPEG,771321.0625
vgg/conv1_2/conv1_2,27,val_6822.JPEG,755482.875
vgg/conv1_2/conv1_2,27,val_5957.JPEG,755330.625
vgg/conv1_2/conv1_2,27,val_268.JPEG,701957.625
vgg/conv1_2/conv1_2,28,val_4368.JPEG,73248.953125
vgg/conv1_2/conv1_2,28,val_8685.JPEG,70677.78125
vgg/conv1_2/conv1_2,28,val_9121.JPEG,69037.09375
vgg/conv1_2/conv1_2,28,val_7582.JPEG,65193.1054688
vgg/conv1_2/conv1_2,28,val_9181.JPEG,62993.171875
vgg/conv1_2/conv1_2,29,val_9449.JPEG,36545.4570312
vgg/conv1_2/conv1_2,29,val_4187.JPEG,34342.4492188
vgg/conv1_2/conv1_2,29,val_8712.JPEG,33490.9609375
vgg/conv1_2/conv1_2,29,val_8539.JPEG,32621.3671875
vgg/conv1_2/conv1_2,29,val_8081.JPEG,32371.8105469
vgg/conv1_2/conv1_2,30,val_8712.JPEG,23843.4726562
vgg/conv1_2/conv1_2,30,val_8539.JPEG,21843.2988281
vgg/conv1_2/conv1_2,30,val_2351.JPEG,19568.8320312
vgg/conv1_2/conv1_2,30,val_1768.JPEG,19529.5722656
vgg/conv1_2/conv1_2,30,val_2529.JPEG,19412.921875
vgg/conv1_2/conv1_2,31,val_9088.JPEG,368619.40625
vgg/conv1_2/conv1_2,31,val_7165.JPEG,364729.09375
vgg/conv1_2/conv1_2,31,val_8685.JPEG,361141.71875
vgg/conv1_2/conv1_2,31,val_4553.JPEG,352402.75
vgg/conv1_2/conv1_2,31,val_8973.JPEG,351740.5
vgg/conv1_2/conv1_2,32,val_4187.JPEG,47260.6523438
vgg/conv1_2/conv1_2,32,val_9449.JPEG,42792.9335938
vgg/conv1_2/conv1_2,32,val_8712.JPEG,42390.984375
vgg/conv1_2/conv1_2,32,val_6071.JPEG,41749.8085938
vgg/conv1_2/conv1_2,32,val_3775.JPEG,40786.4765625
vgg/conv1_2/conv1_2,33,val_4187.JPEG,45597.6601562
vgg/conv1_2/conv1_2,33,val_9449.JPEG,40962.9921875
vgg/conv1_2/conv1_2,33,val_8712.JPEG,40865.3242188
vgg/conv1_2/conv1_2,33,val_3775.JPEG,40196.0820312
vgg/conv1_2/conv1_2,33,val_6071.JPEG,40002.8632812
vgg/conv1_2/conv1_2,34,val_1040.JPEG,248079.203125
vgg/conv1_2/conv1_2,34,val_3624.JPEG,246097.71875
vgg/conv1_2/conv1_2,34,val_2053.JPEG,245673.328125
vgg/conv1_2/conv1_2,34,val_694.JPEG,245541.375
vgg/conv1_2/conv1_2,34,val_4174.JPEG,240763.078125
vgg/conv1_2/conv1_2,35,val_8712.JPEG,16298.3447266
vgg/conv1_2/conv1_2,35,val_9449.JPEG,15831.5361328
vgg/conv1_2/conv1_2,35,val_8539.JPEG,15566.2070312
vgg/conv1_2/conv1_2,35,val_8081.JPEG,15278.9541016
vgg/conv1_2/conv1_2,35,val_4187.JPEG,15020.5126953
vgg/conv1_2/conv1_2,36,val_9449.JPEG,22137.9160156
vgg/conv1_2/conv1_2,36,val_8712.JPEG,20924.6054688
vgg/conv1_2/conv1_2,36,val_8539.JPEG,18894.5136719
vgg/conv1_2/conv1_2,36,val_4187.JPEG,18707.2226562
vgg/conv1_2/conv1_2,36,val_6071.JPEG,18665.890625
vgg/conv1_2/conv1_2,37,val_8638.JPEG,81881.390625
vgg/conv1_2/conv1_2,37,val_3078.JPEG,81682.4921875
vgg/conv1_2/conv1_2,37,val_4935.JPEG,81618.9296875
vgg/conv1_2/conv1_2,37,val_2446.JPEG,81572.234375
vgg/conv1_2/conv1_2,37,val_8280.JPEG,81102.71875
vgg/conv1_2/conv1_2,38,val_208.JPEG,56745.6210938
vgg/conv1_2/conv1_2,38,val_5957.JPEG,52417.1210938
vgg/conv1_2/conv1_2,38,val_6822.JPEG,47515.4570312
vgg/conv1_2/conv1_2,38,val_9782.JPEG,46171.7695312
vgg/conv1_2/conv1_2,38,val_1053.JPEG,41987.15625
vgg/conv1_2/conv1_2,39,val_5370.JPEG,75313.5859375
vgg/conv1_2/conv1_2,39,val_3851.JPEG,74048.234375
vgg/conv1_2/conv1_2,39,val_9746.JPEG,72515.9765625
vgg/conv1_2/conv1_2,39,val_5538.JPEG,69276.9140625
vgg/conv1_2/conv1_2,39,val_5832.JPEG,66739.046875
vgg/conv1_2/conv1_2,40,val_3078.JPEG,64645.3398438
vgg/conv1_2/conv1_2,40,val_9449.JPEG,63966.8554688
vgg/conv1_2/conv1_2,40,val_8280.JPEG,63075.2578125
vgg/conv1_2/conv1_2,40,val_5208.JPEG,63054.0703125
vgg/conv1_2/conv1_2,40,val_4187.JPEG,62908.4921875
vgg/conv1_2/conv1_2,41,val_2053.JPEG,132133.0
vgg/conv1_2/conv1_2,41,val_1040.JPEG,130952.96875
vgg/conv1_2/conv1_2,41,val_3624.JPEG,130825.953125
vgg/conv1_2/conv1_2,41,val_694.JPEG,129942.703125
vgg/conv1_2/conv1_2,41,val_8401.JPEG,128663.085938
vgg/conv1_2/conv1_2,42,val_5957.JPEG,207724.734375
vgg/conv1_2/conv1_2,42,val_208.JPEG,200440.984375
vgg/conv1_2/conv1_2,42,val_6822.JPEG,195558.65625
vgg/conv1_2/conv1_2,42,val_1053.JPEG,177927.296875
vgg/conv1_2/conv1_2,42,val_9782.JPEG,153317.859375
vgg/conv1_2/conv1_2,43,val_5256.JPEG,35536.1601562
vgg/conv1_2/conv1_2,43,val_2394.JPEG,34526.6796875
vgg/conv1_2/conv1_2,43,val_8712.JPEG,34372.3476562
vgg/conv1_2/conv1_2,43,val_272.JPEG,32204.9316406
vgg/conv1_2/conv1_2,43,val_9121.JPEG,31941.1523438
vgg/conv1_2/conv1_2,44,val_4187.JPEG,43707.3046875
vgg/conv1_2/conv1_2,44,val_8712.JPEG,40242.5507812
vgg/conv1_2/conv1_2,44,val_9449.JPEG,39010.8085938
vgg/conv1_2/conv1_2,44,val_5483.JPEG,38987.2539062
vgg/conv1_2/conv1_2,44,val_6071.JPEG,37975.9882812
vgg/conv1_2/conv1_2,45,val_7165.JPEG,544637.75
vgg/conv1_2/conv1_2,45,val_4553.JPEG,528630.5
vgg/conv1_2/conv1_2,45,val_9088.JPEG,523590.4375
vgg/conv1_2/conv1_2,45,val_5538.JPEG,499393.375
vgg/conv1_2/conv1_2,45,val_3370.JPEG,499061.4375
vgg/conv1_2/conv1_2,46,val_1040.JPEG,120115.101562
vgg/conv1_2/conv1_2,46,val_3624.JPEG,120092.546875
vgg/conv1_2/conv1_2,46,val_2053.JPEG,119866.65625
vgg/conv1_2/conv1_2,46,val_694.JPEG,118985.148438
vgg/conv1_2/conv1_2,46,val_4174.JPEG,117276.765625
vgg/conv1_2/conv1_2,47,val_2053.JPEG,189631.65625
vgg/conv1_2/conv1_2,47,val_3624.JPEG,189163.09375
vgg/conv1_2/conv1_2,47,val_1040.JPEG,188783.796875
vgg/conv1_2/conv1_2,47,val_798.JPEG,187096.84375
vgg/conv1_2/conv1_2,47,val_8401.JPEG,185709.921875
vgg/conv1_2/conv1_2,48,val_9449.JPEG,18135.5253906
vgg/conv1_2/conv1_2,48,val_6071.JPEG,16479.0859375
vgg/conv1_2/conv1_2,48,val_3775.JPEG,16207.4433594
vgg/conv1_2/conv1_2,48,val_4187.JPEG,16124.3632812
vgg/conv1_2/conv1_2,48,val_3484.JPEG,15612.4804688
vgg/conv1_2/conv1_2,49,val_8685.JPEG,385052.53125
vgg/conv1_2/conv1_2,49,val_4368.JPEG,332461.6875
vgg/conv1_2/conv1_2,49,val_9121.JPEG,324628.09375
vgg/conv1_2/conv1_2,49,val_7385.JPEG,323450.6875
vgg/conv1_2/conv1_2,49,val_7582.JPEG,322612.46875
vgg/conv1_2/conv1_2,50,val_5256.JPEG,39834.8007812
vgg/conv1_2/conv1_2,50,val_2394.JPEG,37994.5234375
vgg/conv1_2/conv1_2,50,val_2224.JPEG,32066.5390625
vgg/conv1_2/conv1_2,50,val_8712.JPEG,32004.8632812
vgg/conv1_2/conv1_2,50,val_6696.JPEG,28681.8945312
vgg/conv1_2/conv1_2,51,val_208.JPEG,86181.3359375
vgg/conv1_2/conv1_2,51,val_5957.JPEG,81915.0
vgg/conv1_2/conv1_2,51,val_6822.JPEG,73191.78125
vgg/conv1_2/conv1_2,51,val_9782.JPEG,71252.9453125
vgg/conv1_2/conv1_2,51,val_1053.JPEG,66072.8828125
vgg/conv1_2/conv1_2,52,val_5957.JPEG,682466.625
vgg/conv1_2/conv1_2,52,val_208.JPEG,656008.75
vgg/conv1_2/conv1_2,52,val_9885.JPEG,611784.375
vgg/conv1_2/conv1_2,52,val_9782.JPEG,596090.3125
vgg/conv1_2/conv1_2,52,val_1053.JPEG,584011.75
vgg/conv1_2/conv1_2,53,val_5256.JPEG,74409.78125
vgg/conv1_2/conv1_2,53,val_5208.JPEG,66992.6640625
vgg/conv1_2/conv1_2,53,val_8564.JPEG,66014.640625
vgg/conv1_2/conv1_2,53,val_2446.JPEG,63309.1484375
vgg/conv1_2/conv1_2,53,val_2394.JPEG,62963.2148438
vgg/conv1_2/conv1_2,54,val_7165.JPEG,184797.4375
vgg/conv1_2/conv1_2,54,val_4553.JPEG,178231.90625
vgg/conv1_2/conv1_2,54,val_5538.JPEG,175722.203125
vgg/conv1_2/conv1_2,54,val_9088.JPEG,174330.265625
vgg/conv1_2/conv1_2,54,val_8685.JPEG,172414.6875
vgg/conv1_2/conv1_2,55,val_8712.JPEG,34607.1601562
vgg/conv1_2/conv1_2,55,val_8539.JPEG,31735.4179688
vgg/conv1_2/conv1_2,55,val_9449.JPEG,30449.7832031
vgg/conv1_2/conv1_2,55,val_4187.JPEG,29843.1113281
vgg/conv1_2/conv1_2,55,val_1768.JPEG,28893.0585938
vgg/conv1_2/conv1_2,56,val_5256.JPEG,46316.6484375
vgg/conv1_2/conv1_2,56,val_2394.JPEG,37557.4335938
vgg/conv1_2/conv1_2,56,val_8712.JPEG,35762.8085938
vgg/conv1_2/conv1_2,56,val_2224.JPEG,34637.046875
vgg/conv1_2/conv1_2,56,val_5208.JPEG,33609.6132812
vgg/conv1_2/conv1_2,57,val_5256.JPEG,20109.2324219
vgg/conv1_2/conv1_2,57,val_2394.JPEG,15716.015625
vgg/conv1_2/conv1_2,57,val_8712.JPEG,14353.7519531
vgg/conv1_2/conv1_2,57,val_2224.JPEG,13939.6171875
vgg/conv1_2/conv1_2,57,val_5208.JPEG,13012.4160156
vgg/conv1_2/conv1_2,58,val_4187.JPEG,49631.6289062
vgg/conv1_2/conv1_2,58,val_8712.JPEG,46883.1328125
vgg/conv1_2/conv1_2,58,val_9449.JPEG,46363.9492188
vgg/conv1_2/conv1_2,58,val_5483.JPEG,44527.0703125
vgg/conv1_2/conv1_2,58,val_8539.JPEG,43503.6875
vgg/conv1_2/conv1_2,59,val_5115.JPEG,56484.1953125
vgg/conv1_2/conv1_2,59,val_9390.JPEG,56053.5664062
vgg/conv1_2/conv1_2,59,val_494.JPEG,50434.875
vgg/conv1_2/conv1_2,59,val_1774.JPEG,50033.4960938
vgg/conv1_2/conv1_2,59,val_4198.JPEG,49559.9726562
vgg/conv1_2/conv1_2,60,val_4368.JPEG,438903.6875
vgg/conv1_2/conv1_2,60,val_9181.JPEG,407248.40625
vgg/conv1_2/conv1_2,60,val_8685.JPEG,405894.0625
vgg/conv1_2/conv1_2,60,val_6823.JPEG,383235.0625
vgg/conv1_2/conv1_2,60,val_105.JPEG,378390.96875
vgg/conv1_2/conv1_2,61,val_5370.JPEG,243741.90625
vgg/conv1_2/conv1_2,61,val_5832.JPEG,236506.5625
vgg/conv1_2/conv1_2,61,val_9746.JPEG,234572.171875
vgg/conv1_2/conv1_2,61,val_5538.JPEG,233513.609375
vgg/conv1_2/conv1_2,61,val_2635.JPEG,230667.078125
vgg/conv1_2/conv1_2,62,val_8712.JPEG,29289.1582031
vgg/conv1_2/conv1_2,62,val_8539.JPEG,27051.6132812
vgg/conv1_2/conv1_2,62,val_9449.JPEG,26567.5351562
vgg/conv1_2/conv1_2,62,val_1768.JPEG,25086.3730469
vgg/conv1_2/conv1_2,62,val_7252.JPEG,24445.0292969
vgg/conv1_2/conv1_2,63,val_5256.JPEG,34869.3125
vgg/conv1_2/conv1_2,63,val_8712.JPEG,25779.90625
vgg/conv1_2/conv1_2,63,val_2394.JPEG,24903.6640625
vgg/conv1_2/conv1_2,63,val_2224.JPEG,24202.0410156
vgg/conv1_2/conv1_2,63,val_8539.JPEG,23232.9414062
vgg/conv2_1/conv2_1,0,val_3851.JPEG,714.711303711
vgg/conv2_1/conv2_1,0,val_3789.JPEG,398.330078125
vgg/conv2_1/conv2_1,0,val_2570.JPEG,392.543792725
vgg/conv2_1/conv2_1,0,val_5370.JPEG,389.731933594
vgg/conv2_1/conv2_1,0,val_6185.JPEG,366.910095215
vgg/conv2_1/conv2_1,1,val_5256.JPEG,92012.3046875
vgg/conv2_1/conv2_1,1,val_5208.JPEG,82498.875
vgg/conv2_1/conv2_1,1,val_8564.JPEG,80325.5390625
vgg/conv2_1/conv2_1,1,val_3078.JPEG,77330.046875
vgg/conv2_1/conv2_1,1,val_8712.JPEG,77043.6875
vgg/conv2_1/conv2_1,2,val_8712.JPEG,89850.3828125
vgg/conv2_1/conv2_1,2,val_8539.JPEG,89545.6640625
vgg/conv2_1/conv2_1,2,val_7981.JPEG,88981.8203125
vgg/conv2_1/conv2_1,2,val_9449.JPEG,87640.546875
vgg/conv2_1/conv2_1,2,val_9471.JPEG,86384.4765625
vgg/conv2_1/conv2_1,3,val_9121.JPEG,122769.421875
vgg/conv2_1/conv2_1,3,val_9390.JPEG,118008.492188
vgg/conv2_1/conv2_1,3,val_3557.JPEG,114370.203125
vgg/conv2_1/conv2_1,3,val_5115.JPEG,113891.65625
vgg/conv2_1/conv2_1,3,val_6574.JPEG,113056.15625
vgg/conv2_1/conv2_1,4,val_5208.JPEG,117897.84375
vgg/conv2_1/conv2_1,4,val_5256.JPEG,103028.8125
vgg/conv2_1/conv2_1,4,val_9885.JPEG,102704.070312
vgg/conv2_1/conv2_1,4,val_2394.JPEG,102208.671875
vgg/conv2_1/conv2_1,4,val_5957.JPEG,101485.203125
vgg/conv2_1/conv2_1,5,val_9390.JPEG,175781.1875
vgg/conv2_1/conv2_1,5,val_5115.JPEG,172783.6875
vgg/conv2_1/conv2_1,5,val_9885.JPEG,169102.546875
vgg/conv2_1/conv2_1,5,val_5957.JPEG,167927.921875
vgg/conv2_1/conv2_1,5,val_1053.JPEG,161762.21875
vgg/conv2_1/conv2_1,6,val_8712.JPEG,68653.9375
vgg/conv2_1/conv2_1,6,val_9775.JPEG,64817.53125
vgg/conv2_1/conv2_1,6,val_5256.JPEG,63756.7851562
vgg/conv2_1/conv2_1,6,val_272.JPEG,62667.5507812
vgg/conv2_1/conv2_1,6,val_9931.JPEG,62391.765625
vgg/conv2_1/conv2_1,7,val_5957.JPEG,182829.546875
vgg/conv2_1/conv2_1,7,val_9885.JPEG,178431.46875
vgg/conv2_1/conv2_1,7,val_208.JPEG,168560.828125
vgg/conv2_1/conv2_1,7,val_1053.JPEG,167339.71875
vgg/conv2_1/conv2_1,7,val_6822.JPEG,165307.0
vgg/conv2_1/conv2_1,8,val_5208.JPEG,125835.109375
vgg/conv2_1/conv2_1,8,val_3078.JPEG,122390.28125
vgg/conv2_1/conv2_1,8,val_8564.JPEG,120131.328125
vgg/conv2_1/conv2_1,8,val_3584.JPEG,118655.835938
vgg/conv2_1/conv2_1,8,val_5256.JPEG,118428.25
vgg/conv2_1/conv2_1,9,val_5957.JPEG,121466.46875
vgg/conv2_1/conv2_1,9,val_1053.JPEG,118347.851562
vgg/conv2_1/conv2_1,9,val_5208.JPEG,117533.765625
vgg/conv2_1/conv2_1,9,val_9386.JPEG,114113.78125
vgg/conv2_1/conv2_1,9,val_8564.JPEG,113722.445312
vgg/conv2_1/conv2_1,10,val_5115.JPEG,99415.9140625
vgg/conv2_1/conv2_1,10,val_346.JPEG,98169.921875
vgg/conv2_1/conv2_1,10,val_9390.JPEG,96597.1875
vgg/conv2_1/conv2_1,10,val_1774.JPEG,96395.921875
vgg/conv2_1/conv2_1,10,val_8563.JPEG,94591.5078125
vgg/conv2_1/conv2_1,11,val_9885.JPEG,136655.0
vgg/conv2_1/conv2_1,11,val_5957.JPEG,134983.203125
vgg/conv2_1/conv2_1,11,val_9390.JPEG,131457.4375
vgg/conv2_1/conv2_1,11,val_5115.JPEG,130673.054688
vgg/conv2_1/conv2_1,11,val_208.JPEG,128329.023438
vgg/conv2_1/conv2_1,12,val_9782.JPEG,133792.375
vgg/conv2_1/conv2_1,12,val_384.JPEG,128216.984375
vgg/conv2_1/conv2_1,12,val_1053.JPEG,127877.828125
vgg/conv2_1/conv2_1,12,val_5957.JPEG,125149.179688
vgg/conv2_1/conv2_1,12,val_9885.JPEG,123379.585938
vgg/conv2_1/conv2_1,13,val_9782.JPEG,44100.2421875
vgg/conv2_1/conv2_1,13,val_208.JPEG,34422.78125
vgg/conv2_1/conv2_1,13,val_8693.JPEG,21338.0039062
vgg/conv2_1/conv2_1,13,val_1053.JPEG,19067.0117188
vgg/conv2_1/conv2_1,13,val_3057.JPEG,18537.1992188
vgg/conv2_1/conv2_1,14,val_8712.JPEG,107590.40625
vgg/conv2_1/conv2_1,14,val_9931.JPEG,107526.898438
vgg/conv2_1/conv2_1,14,val_9121.JPEG,106508.273438
vgg/conv2_1/conv2_1,14,val_3584.JPEG,104183.390625
vgg/conv2_1/conv2_1,14,val_5097.JPEG,104035.71875
vgg/conv2_1/conv2_1,15,val_9390.JPEG,144753.71875
vgg/conv2_1/conv2_1,15,val_494.JPEG,140939.734375
vgg/conv2_1/conv2_1,15,val_3584.JPEG,138881.640625
vgg/conv2_1/conv2_1,15,val_798.JPEG,138219.625
vgg/conv2_1/conv2_1,15,val_4534.JPEG,137565.078125
vgg/conv2_1/conv2_1,16,val_9390.JPEG,176288.90625
vgg/conv2_1/conv2_1,16,val_5115.JPEG,166645.109375
vgg/conv2_1/conv2_1,16,val_5957.JPEG,163075.515625
vgg/conv2_1/conv2_1,16,val_1053.JPEG,155542.625
vgg/conv2_1/conv2_1,16,val_6822.JPEG,151262.046875
vgg/conv2_1/conv2_1,17,val_9390.JPEG,161593.875
vgg/conv2_1/conv2_1,17,val_5115.JPEG,161235.078125
vgg/conv2_1/conv2_1,17,val_5957.JPEG,158388.5625
vgg/conv2_1/conv2_1,17,val_9885.JPEG,154690.984375
vgg/conv2_1/conv2_1,17,val_1053.JPEG,153361.53125
vgg/conv2_1/conv2_1,18,val_5957.JPEG,199685.46875
vgg/conv2_1/conv2_1,18,val_9885.JPEG,196299.21875
vgg/conv2_1/conv2_1,18,val_5115.JPEG,195425.8125
vgg/conv2_1/conv2_1,18,val_9390.JPEG,193295.75
vgg/conv2_1/conv2_1,18,val_1053.JPEG,188905.078125
vgg/conv2_1/conv2_1,19,val_9885.JPEG,194588.125
vgg/conv2_1/conv2_1,19,val_5957.JPEG,189880.859375
vgg/conv2_1/conv2_1,19,val_1053.JPEG,180089.59375
vgg/conv2_1/conv2_1,19,val_208.JPEG,175401.125
vgg/conv2_1/conv2_1,19,val_9782.JPEG,172744.515625
vgg/conv2_1/conv2_1,20,val_5957.JPEG,217848.375
vgg/conv2_1/conv2_1,20,val_1053.JPEG,203009.171875
vgg/conv2_1/conv2_1,20,val_6822.JPEG,200707.546875
vgg/conv2_1/conv2_1,20,val_208.JPEG,198850.203125
vgg/conv2_1/conv2_1,20,val_9885.JPEG,194337.46875
vgg/conv2_1/conv2_1,21,val_9390.JPEG,153340.828125
vgg/conv2_1/conv2_1,21,val_4368.JPEG,151507.6875
vgg/conv2_1/conv2_1,21,val_9121.JPEG,149384.15625
vgg/conv2_1/conv2_1,21,val_8685.JPEG,147288.75
vgg/conv2_1/conv2_1,21,val_7582.JPEG,145892.09375
vgg/conv2_1/conv2_1,22,val_9449.JPEG,81275.7734375
vgg/conv2_1/conv2_1,22,val_8712.JPEG,77098.8984375
vgg/conv2_1/conv2_1,22,val_8539.JPEG,73275.1953125
vgg/conv2_1/conv2_1,22,val_4187.JPEG,69969.9765625
vgg/conv2_1/conv2_1,22,val_6071.JPEG,69935.984375
vgg/conv2_1/conv2_1,23,val_9390.JPEG,212016.5
vgg/conv2_1/conv2_1,23,val_5957.JPEG,203213.53125
vgg/conv2_1/conv2_1,23,val_5115.JPEG,199616.03125
vgg/conv2_1/conv2_1,23,val_1053.JPEG,191081.09375
vgg/conv2_1/conv2_1,23,val_9885.JPEG,190484.671875
vgg/conv2_1/conv2_1,24,val_9885.JPEG,173132.765625
vgg/conv2_1/conv2_1,24,val_5957.JPEG,164334.0625
vgg/conv2_1/conv2_1,24,val_5115.JPEG,159106.53125
vgg/conv2_1/conv2_1,24,val_5111.JPEG,158448.78125
vgg/conv2_1/conv2_1,24,val_9390.JPEG,157975.828125
vgg/conv2_1/conv2_1,25,val_9782.JPEG,103208.375
vgg/conv2_1/conv2_1,25,val_1053.JPEG,102217.59375
vgg/conv2_1/conv2_1,25,val_9775.JPEG,102049.554688
vgg/conv2_1/conv2_1,25,val_9121.JPEG,101629.390625
vgg/conv2_1/conv2_1,25,val_5957.JPEG,101436.84375
vgg/conv2_1/conv2_1,26,val_8712.JPEG,134474.921875
vgg/conv2_1/conv2_1,26,val_8539.JPEG,121265.914062
vgg/conv2_1/conv2_1,26,val_272.JPEG,116601.664062
vgg/conv2_1/conv2_1,26,val_9931.JPEG,114152.328125
vgg/conv2_1/conv2_1,26,val_9449.JPEG,113673.054688
vgg/conv2_1/conv2_1,27,val_9885.JPEG,85548.2890625
vgg/conv2_1/conv2_1,27,val_9782.JPEG,68530.640625
vgg/conv2_1/conv2_1,27,val_7333.JPEG,64859.921875
vgg/conv2_1/conv2_1,27,val_7212.JPEG,63940.9570312
vgg/conv2_1/conv2_1,27,val_6347.JPEG,62421.7421875
vgg/conv2_1/conv2_1,28,val_5256.JPEG,68015.015625
vgg/conv2_1/conv2_1,28,val_2394.JPEG,53153.7890625
vgg/conv2_1/conv2_1,28,val_2224.JPEG,52102.2460938
vgg/conv2_1/conv2_1,28,val_5331.JPEG,46741.7109375
vgg/conv2_1/conv2_1,28,val_9286.JPEG,42346.953125
vgg/conv2_1/conv2_1,29,val_9885.JPEG,118284.796875
vgg/conv2_1/conv2_1,29,val_9121.JPEG,118009.570312
vgg/conv2_1/conv2_1,29,val_2582.JPEG,113547.921875
vgg/conv2_1/conv2_1,29,val_3584.JPEG,113256.507812
vgg/conv2_1/conv2_1,29,val_3254.JPEG,112789.78125
vgg/conv2_1/conv2_1,30,val_9885.JPEG,178590.3125
vgg/conv2_1/conv2_1,30,val_5957.JPEG,171966.96875
vgg/conv2_1/conv2_1,30,val_208.JPEG,163623.0
vgg/conv2_1/conv2_1,30,val_1053.JPEG,160313.3125
vgg/conv2_1/conv2_1,30,val_9782.JPEG,159396.109375
vgg/conv2_1/conv2_1,31,val_9782.JPEG,42972.8710938
vgg/conv2_1/conv2_1,31,val_208.JPEG,23737.0351562
vgg/conv2_1/conv2_1,31,val_3057.JPEG,18006.890625
vgg/conv2_1/conv2_1,31,val_1053.JPEG,17596.9375
vgg/conv2_1/conv2_1,31,val_8693.JPEG,15854.0380859
vgg/conv2_1/conv2_1,32,val_9121.JPEG,127247.75
vgg/conv2_1/conv2_1,32,val_6574.JPEG,127122.21875
vgg/conv2_1/conv2_1,32,val_4368.JPEG,125649.9375
vgg/conv2_1/conv2_1,32,val_105.JPEG,124234.164062
vgg/conv2_1/conv2_1,32,val_272.JPEG,122564.820312
vgg/conv2_1/conv2_1,33,val_5957.JPEG,148158.953125
vgg/conv2_1/conv2_1,33,val_9885.JPEG,140729.96875
vgg/conv2_1/conv2_1,33,val_208.JPEG,140402.96875
vgg/conv2_1/conv2_1,33,val_1053.JPEG,137229.390625
vgg/conv2_1/conv2_1,33,val_6822.JPEG,134188.34375
vgg/conv2_1/conv2_1,34,val_9449.JPEG,79123.421875
vgg/conv2_1/conv2_1,34,val_4187.JPEG,73600.609375
vgg/conv2_1/conv2_1,34,val_6071.JPEG,72592.203125
